Patch,Player,Team,Champion,Position,Tree,Secondary,Keystone,Rune1,Rune2,Rune3,Rune4,Rune5,Stat1,Stat2,Stat3,MH,Number,Tree,Secondary,KeystoneReverse,Rune1Reverse,Rune2Reverse,Rune3Reverse,Rune4Reverse,Rune5Reverse,,,
11.9,Xiaohu,RNG,Gnar,Top,Domination,Resolve,Hail of Blades,Taste of Blood,Ghost Poro,Ravenous Hunter,Demolish,Bone Plating,Attack Speed,Adaptive Force,Armor,Link,170,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Unflinching,Biscuit Delivery,Approach Velocity,Attack Speed,Armor,Armor
11.9,Wei,RNG,Rumble,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Ultimate Hunter,Absolute Focus,Gathering Storm,Scaling CDR,Adaptive Force,Magic Resist,Link,169,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist,Link,168,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Cosmic Insight,Transcendence,Manaflow Band,Attack Speed,Adaptive Force,Magic Resist
11.9,GALA,RNG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,167,Precision,Inspiration,Conqueror,Triumph,Legend: Alacrity,Last Stand,Magical Footwear,Cosmic Insight,Adaptive Force,Adaptive Force,Armor
11.9,Ming,RNG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Time Warp Tonic,Adaptive Force,Armor,Magic Resist,Link,166,Resolve,Inspiration,Grasp of the Undying,Shield Bash,Bone Plating,Unflinching,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Hanabi,PSG,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Adaptive Force,Adaptive Force,Armor,Link,165,Resolve,Inspiration,Guardian,Font of Life,Second Wind,Unflinching,Cosmic Insight,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,River,PSG,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Nimbus Cloak,Absolute Focus,Adaptive Force,Adaptive Force,Magic Resist,Link,164,Precision,Domination,Conqueror,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Zoe,Mid,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Nimbus Cloak,Transcendence,Attack Speed,Adaptive Force,Magic Resist,Link,163,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Magic Resist,Link,162,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor
11.9,Kaiwing,PSG,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Magic Resist,Link,161,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,160,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor
11.9,Canyon,DK,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Nimbus Cloak,Absolute Focus,Attack Speed,Adaptive Force,Armor,Link,159,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Zoe,Mid,Inspiration,Domination,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,Link,158,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,157,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Alacrity,Attack Speed,Adaptive Force,Magic Resist
11.9,BeryL,DK,Sett,Support,Resolve,Inspiration,Aftershock,Demolish,Bone Plating,Unflinching,Time Warp Tonic,Hextech Flashtraption,Attack Speed,Adaptive Force,Armor,Link,156,Resolve,Sorcery,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Manaflow Band,Transcendence,Adaptive Force,Adaptive Force,Armor
11.9,Armut,MAD,Shen,Top,Resolve,Domination,Grasp of the Undying,Shield Bash,Bone Plating,Unflinching,Cheap Shot,Ultimate Hunter,Attack Speed,Adaptive Force,Armor,Link,155,Resolve,Inspiration,Guardian,Demolish,Bone Plating,Unflinching,Perfect Timing,Cosmic Insight,Adaptive Force,Magic Resist,Armor
11.9,Elyoya,MAD,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,154,Precision,Domination,Lethal Tempo,Presence of Mind,Legend: Bloodline,Coup de Grace,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,153,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Triumph,Legend: Bloodline,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Armor,Link,152,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Magic Resist
11.9,Kaiser,MAD,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,151,Precision,Resolve,Conqueror,Triumph,Legend: Alacrity,Last Stand,Second Wind,Overgrowth,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Gragas,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,150,Resolve,Inspiration,Aftershock,Shield Bash,Second Wind,Unflinching,Hextech Flashtraption,Time Warp Tonic,Scaling CDR,Armor,Armor
11.9,Wei,RNG,Rumble,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Ultimate Hunter,Absolute Focus,Gathering Storm,Scaling CDR,Adaptive Force,Magic Resist,Link,149,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Cosmic Insight,Magical Footwear,Attack Speed,Adaptive Force,Armor
11.9,Cryin,RNG,Nocturne,Mid,Precision,Domination,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Taste of Blood,Ultimate Hunter,Attack Speed,Adaptive Force,Magic Resist,Link,148,Inspiration,Domination,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,GALA,RNG,Varus,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,147,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Ming,RNG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Time Warp Tonic,Attack Speed,Armor,Magic Resist,Link,146,Precision,Resolve,Press the Attack,Triumph,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Armor
11.9,BioPanther,PGG,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Biscuit Delivery,Magical Footwear,Adaptive Force,Adaptive Force,Magic Resist,Link,145,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Armor,Armor
11.9,Pabu,PGG,Nidalee,Jungle,Domination,Sorcery,Electrocute,Sudden Impact,Eyeball Collection,Relentless Hunter,Transcendence,Nimbus Cloak,Attack Speed,Adaptive Force,Magic Resist,Link,144,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Chazz,PGG,Akali,Mid,Precision,Resolve,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Armor,Link,143,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist
11.9,Praedyth,PGG,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,142,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor
11.9,Decoy,PGG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Magic Resist,Link,141,Resolve,Inspiration,Grasp of the Undying,Demolish,Bone Plating,Revitalize,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor
11.9,Fudge,C9,Renekton,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Armor,Link,140,Resolve,Inspiration,Guardian,Font of Life,Bone Plating,Unflinching,Perfect Timing,Biscuit Delivery,Adaptive Force,Armor,Magic Resist
11.9,Blaber,C9,Morgana,Jungle,Domination,Sorcery,Predator,Cheap Shot,Eyeball Collection,Relentless Hunter,Absolute Focus,Gathering Storm,Attack Speed,Adaptive Force,Armor,Link,139,Precision,Domination,Conqueror,Presence of Mind,Legend: Bloodline,Cut Down,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,Perkz,C9,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,138,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Magic Resist
11.9,Zven,C9,Tristana,ADC,Domination,Precision,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Overheal,Legend: Bloodline,Attack Speed,Adaptive Force,Armor,Link,137,Domination,Inspiration,Predator,Cheap Shot,Ghost Poro,Ingenious Hunter,Cosmic Insight,Future's Market,Attack Speed,Adaptive Force,Magic Resist
11.9,Vulcan,C9,Alistar,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Overgrowth,Hextech Flashtraption,Cosmic Insight,Adaptive Force,Magic Resist,Armor,Link,136,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,Gangplank,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Bone Plating,Overgrowth,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,Link,135,Resolve,Sorcery,Aftershock,Shield Bash,Bone Plating,Unflinching,Nimbus Cloak,Celerity,Attack Speed,Armor,Armor
11.9,Canyon,DK,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor,Link,134,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Scorch,Time Warp Tonic,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist,Link,133,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,132,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor
11.9,BeryL,DK,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,131,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Scorch,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor
11.9,Hanabi,PSG,Gangplank,Top,Resolve,Inspiration,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Biscuit Delivery,Time Warp Tonic,Adaptive Force,Adaptive Force,Armor,Link,130,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Minion Dematerializer,Attack Speed,Armor,Armor
11.9,River,PSG,Udyr,Jungle,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Magic Resist,Link,129,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ultimate Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Viktor,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,128,Precision,Resolve,Fleet Footwork,Presence of Mind,Legend: Tenacity,Last Stand,Second Wind,Overgrowth,Adaptive Force,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,127,Domination,Sorcery,Electrocute,Sudden Impact,Eyeball Collection,Ravenous Hunter,Waterwalking,Transcendence,Attack Speed,Adaptive Force,Armor
11.9,Kaiwing,PSG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,126,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Alacrity,Last Stand,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Armor
11.9,Armut,MAD,Gnar,Top,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Unflinching,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor,Link,125,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Perfect Timing,Attack Speed,Armor,Magic Resist
11.9,Elyoya,MAD,Rumble,Jungle,Domination,Sorcery,Predator,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist,Link,124,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Alacrity,Cut Down,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Orianna,Mid,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,123,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Carzzy,MAD,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,122,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Absolute Focus,Gathering Storm,Scaling CDR,Adaptive Force,Magic Resist
11.9,Kaiser,MAD,Nautilus,Support,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Attack Speed,Armor,Armor,Link,121,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Unflinching,Adaptive Force,Adaptive Force,Magic Resist
11.9,Hanabi,PSG,Jayce,Top,Sorcery,Inspiration,Phase Rush,Manaflow Band,Absolute Focus,Gathering Storm,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,120,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist
11.9,River,PSG,Rumble,Jungle,Domination,Precision,Dark Harvest,Cheap Shot,Eyeball Collection,Ultimate Hunter,Triumph,Legend: Tenacity,Scaling CDR,Adaptive Force,Magic Resist,Link,119,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Maple,PSG,Zoe,Mid,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Nimbus Cloak,Transcendence,Attack Speed,Adaptive Force,Magic Resist,Link,118,Precision,Inspiration,Press the Attack,Presence of Mind,Legend: Bloodline,Coup de Grace,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist
11.9,Doggo,PSG,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,117,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Absolute Focus,Scaling CDR,Adaptive Force,Armor
11.9,Kaiwing,PSG,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Scaling CDR,Armor,Magic Resist,Link,116,Resolve,Domination,Grasp of the Undying,Demolish,Second Wind,Overgrowth,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist
11.9,Xiaohu,RNG,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Demolish,Second Wind,Adaptive Force,Adaptive Force,Armor,Link,115,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Magic Resist
11.9,Wei,RNG,Lillia,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Magical Footwear,Cosmic Insight,Scaling CDR,Adaptive Force,Armor,Link,114,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Bloodline,Coup de Grace,Attack Speed,Adaptive Force,Magic Resist
11.9,Cryin,RNG,TwistedFate,Mid,Inspiration,Resolve,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Second Wind,Unflinching,Attack Speed,Adaptive Force,Magic Resist,Link,113,Sorcery,Domination,Phase Rush,Manaflow Band,Transcendence,Scorch,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,GALA,RNG,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,112,Sorcery,Precision,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Triumph,Legend: Tenacity,Attack Speed,Adaptive Force,Armor
11.9,Ming,RNG,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Time Warp Tonic,Attack Speed,Armor,Magic Resist,Link,111,Sorcery,Inspiration,Summon Aery,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Armut,MAD,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Bone Plating,Unflinching,Attack Speed,Adaptive Force,Armor,Link,110,Resolve,Inspiration,Aftershock,Shield Bash,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Magic Resist,Armor
11.9,Elyoya,MAD,Rumble,Jungle,Domination,Sorcery,Dark Harvest,Cheap Shot,Zombie Ward,Ultimate Hunter,Nimbus Cloak,Transcendence,Scaling CDR,Adaptive Force,Magic Resist,Link,109,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Humanoid,MAD,Viktor,Mid,Sorcery,Precision,Phase Rush,Manaflow Band,Transcendence,Scorch,Presence of Mind,Cut Down,Attack Speed,Adaptive Force,Magic Resist,Link,108,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Carzzy,MAD,Xayah,ADC,Precision,Inspiration,Lethal Tempo,Presence of Mind,Legend: Bloodline,Cut Down,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,107,Precision,Inspiration,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Kaiser,MAD,Rakan,Support,Resolve,Inspiration,Guardian,Shield Bash,Bone Plating,Unflinching,Cosmic Insight,Biscuit Delivery,Adaptive Force,Magic Resist,Armor,Link,106,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor
11.9,Khan,DK,Aatrox,Top,Precision,Resolve,Conqueror,Triumph,Legend: Alacrity,Last Stand,Second Wind,Unflinching,Adaptive Force,Adaptive Force,Armor,Link,105,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Hextech Flashtraption,Cosmic Insight,Scaling CDR,Magic Resist,Armor
11.9,Canyon,DK,Udyr,Jungle,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist,Link,104,Domination,Precision,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Legend: Bloodline,Presence of Mind,Attack Speed,Adaptive Force,Armor
11.9,ShowMaker,DK,Zoe,Mid,Inspiration,Domination,Unsealed Spellbook,Perfect Timing,Minion Dematerializer,Time Warp Tonic,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Magic Resist,Link,103,Sorcery,Domination,Phase Rush,Manaflow Band,Transcendence,Scorch,Taste of Blood,Ravenous Hunter,Scaling CDR,Adaptive Force,Magic Resist
11.9,Ghost,DK,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Zombie Ward,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,102,Sorcery,Inspiration,Phase Rush,Nimbus Cloak,Celerity,Waterwalking,Cosmic Insight,Biscuit Delivery,Attack Speed,Adaptive Force,Magic Resist
11.9,BeryL,DK,Nautilus,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Biscuit Delivery,Hextech Flashtraption,Attack Speed,Armor,Armor,Link,101,Precision,Resolve,Conqueror,Presence of Mind,Legend: Tenacity,Last Stand,Bone Plating,Revitalize,Attack Speed,Adaptive Force,Armor
11.9,Fudge,C9,LeeSin,Top,Precision,Resolve,Conqueror,Triumph,Legend: Tenacity,Last Stand,Second Wind,Revitalize,Attack Speed,Adaptive Force,Armor,Link,100,Resolve,Inspiration,Aftershock,Demolish,Bone Plating,Unflinching,Hextech Flashtraption,Biscuit Delivery,Attack Speed,Magic Resist,Armor
11.9,Blaber,C9,Volibear,Jungle,Precision,Sorcery,Press the Attack,Triumph,Legend: Tenacity,Coup de Grace,Nimbus Cloak,Waterwalking,Attack Speed,Adaptive Force,Magic Resist,Link,99,Precision,Domination,Lethal Tempo,Overheal,Legend: Bloodline,Coup de Grace,Taste of Blood,Ravenous Hunter,Attack Speed,Adaptive Force,Armor
11.9,Perkz,C9,Zoe,Mid,Inspiration,Sorcery,Unsealed Spellbook,Perfect Timing,Biscuit Delivery,Cosmic Insight,Nimbus Cloak,Transcendence,Attack Speed,Adaptive Force,Magic Resist,Link,98,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Scorch,Biscuit Delivery,Time Warp Tonic,Attack Speed,Adaptive Force,Magic Resist
11.9,Zven,C9,Kaisa,ADC,Domination,Inspiration,Hail of Blades,Taste of Blood,Eyeball Collection,Ravenous Hunter,Magical Footwear,Biscuit Delivery,Attack Speed,Adaptive Force,Armor,Link,97,Precision,Inspiration,Conqueror,Triumph,Legend: Tenacity,Last Stand,Magical Footwear,Cosmic Insight,Attack Speed,Adaptive Force,Magic Resist
11.9,Vulcan,C9,Leona,Support,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Perfect Timing,Time Warp Tonic,Attack Speed,Magic Resist,Armor,Link,96,Sorcery,Inspiration,Phase Rush,Manaflow Band,Transcendence,Gathering Storm,Future's Market,Cosmic Insight,Attack Speed,Adaptive Force,Armor
11.9,Xiaohu,RNG,Jayce,Top,Precision,Inspiration,Conqueror,Presence of Mind,Legend: Tenacity,Coup de Grace,Magical Footwear,Biscuit Delivery,Adaptive Force,Adaptive Force,Armor,Link,95,Resolve,Inspiration,Aftershock,Font of Life,Bone Plating,Unflinching,Minion Dematerializer,Hextech Flashtraption,Scaling CDR,Armor,Armor
